/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_002.mp4	A stylized low-poly desert canyon settlement built into red rock cliffs, with wooden rope bridges, ladders, palm trees and a tall green cactus. The camera dollies forward slowly along the sandy path toward the cliff dwellings. Bright midday sun, soft flat shadows, scattered clouds in a blue sky, vibrant flat-shaded game art style.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_003.mp4	A stylized low-poly tropical jungle clearing with a massive faceted boulder, palm and banana trees, and a small thatched hut beside a sandy path. The camera glides forward along the path, passing the boulder and heading into the dense foliage. Warm sunlight filters through the leaves, soft cloud shadows drift across the ground, purple-blue sky, vibrant low-poly game art.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_004.mp4	A stylized low-poly village graveyard on a grassy hill with weathered Celtic-cross gravestones under a large spreading tree, a rocky mountain with stone stairs rising behind. The camera pushes in slowly between the gravestones toward the mountain path. Crisp morning light, long soft shadows, clear blue sky, flat-shaded low-poly game aesthetic.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_005.mp4	A photorealistic cyberpunk alleyway at night: a concrete wall tagged with glowing pink graffiti, wet pavement reflecting neon light, steam pipes and a metal catwalk overhead. The camera tracks slowly sideways along the graffiti wall, revealing the dark rain-slick street beyond. Moody cinematic lighting, pink and teal neon palette, glistening wet surfaces, shallow depth of field.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_006.mp4	Ancient overgrown stone ruins bathed in warm sunlight: weathered masonry walls with arched niches, a tall tree growing through cracked flagstones, and a wide stone staircase. The camera moves slowly forward across the courtyard toward the stairs while leaves sway gently in the breeze. Dappled sunlight, drifting dust motes, photorealistic textures, serene atmosphere.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_007.mp4	A vibrant low-poly forest meadow with a dirt path curving past a red wooden fence, pine trees, gray boulders and scattered wildflowers. The camera dollies forward along the winding path into the colorful woods. Bright cheerful daylight, clear sky, saturated flat-shaded colors, stylized game environment.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_008.mp4	A stylized sci-fi spaceship corridor with beige paneled walls, glowing cyan strip lights, yellow-and-black hazard markings and an illuminated EXIT sign. The camera glides steadily forward down the corridor toward the far doorway. Clean flat-shaded game art, soft ambient lighting, subtly blinking indicator lights, quiet futuristic atmosphere.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_009.mp4	A photorealistic sunlit urban back alley: a yellow brick wall covered in colorful graffiti tags, a gray metal door, and overgrown weeds along cracked concrete slabs. The camera pushes in slowly toward the door while the tall grasses sway in a light breeze. Warm afternoon sunlight, sharp shadows, gritty realistic textures, cinematic composition.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg3_010.mp4	A stylized low-poly snowy landscape with snow-covered pine trees, a wooden fence and a stack of logs under a bright blue sky with a single puffy cloud. The camera dollies forward gently across the sparkling snowfield toward the forest. Crisp winter sunlight, long cool shadows, clean flat-shaded game art style.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg2_gta.mp4	Gameplay footage of a black supercar speeding down a sun-bleached desert highway past a liquor store and palm trees, dusty mountains shimmering in the heat haze. The chase camera follows close behind the car as it accelerates along the cracked asphalt. Hazy midday light, photorealistic open-world video game graphics, strong sense of speed.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg2_templerun.mp4	Gameplay footage of an endless-runner adventure game: the camera sprints forward along a crumbling ancient stone walkway high above a sea of clouds, with mossy ruins and distant floating cliffs under an orange sunset sky. Fast continuous forward motion, dramatic golden light, mobile adventure game style.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/mg2_night_house.mp4	A cinematic fantasy scene at night: a cozy timber-framed house with warm glowing windows beside a misty lake, under a starry sky with a huge full moon and the Milky Way. The camera slowly pans right across the lake toward the mountains as mist drifts over the water and fireflies float above the grass. Photorealistic, atmospheric, magical moonlit mood.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_cyberpunk.mp4	Photorealistic cyberpunk garage workshop at night: a low wedge-shaped concept sports car in yellow, white and blue parked on an oil-stained concrete floor, a mechanic crouched by the rear wheel, tires and tool chests scattered around. The camera slowly dollies toward the car as dust drifts through harsh overhead work lights and steam curls from a floor grate. Moody neon-noir atmosphere, wet reflective floor, cinematic depth of field, AAA game cinematic.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_rdr2.mp4	Two weathered cowboys in heavy winter ponchos lead their horses on foot up a snowy mountain trail, snow-capped peaks and frosted pines fading into white haze behind them. The camera follows slowly behind the pair as snow falls and wind whips powder off the drifts. Soft overcast winter light, breath fogging in the cold air, photorealistic western frontier, cinematic and quiet.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_elden_ring.mp4	An armored knight on horseback stands on a grassy cliff edge overlooking vast misty ruins, while a colossal glowing golden tree of light dominates the sky, its luminous branches raining drifting golden sparks. The camera slowly pushes in past the knight toward the radiant tree as banners and leaves stir in the wind. Epic dark fantasy scale, volumetric golden-green light, painterly AAA game art.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_wukong.mp4	A monkey warrior in fur-trimmed robes faces a massive smoldering stone guardian inside a ruined mountain temple overgrown with moss and twisted roots, shafts of pale light cutting through the darkness. The camera pushes in slowly over the warrior's shoulder as embers and dust drift through the god rays. Mythic Chinese dark fantasy, dramatic chiaroscuro lighting, photorealistic detail.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_gow.mp4	A muscular bald warrior with red tattoos seen from behind stands at a moss-covered cliff edge, looking across a misty Norse canyon toward a great wooden cage-lift suspended on chains between towering rock walls. The camera drifts slowly forward past his shoulder as mist rolls through the gorge and water drips from hanging moss. Cold overcast light, photorealistic mythic wilderness, cinematic atmosphere.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_horizon.mp4	Inside a vast overgrown ruin of an ancient civilization: towering carved stone pillars wrapped in vines and roots, brilliant shafts of sunlight piercing the broken ceiling, tiny figures crossing a grand staircase below. The camera glides slowly forward into the hall as dust motes swirl in the god rays and leaves flutter down. Lush post-apocalyptic jungle temple, vibrant greens against warm stone, photorealistic AAA game render.
/data1/Matrix-Game/Matrix-Game-3/output_ltx/aaa_forza.mp4	A silver supercar leads a night street race down a rain-slick desert highway, headlights carving through the storm, taillights and neon reflections smearing across the wet asphalt, giant saguaro cacti silhouetted against flashes of lightning. The chase camera hugs the road close behind the cars as spray kicks up from the tires. High-speed photorealistic racing game footage, dramatic storm lighting, strong motion blur.
